Date,Milk_Supply_Liters,Downtime_Hours,Milk_500ml_Demand,Milk_500ml_Inventory,Milk_1L_Demand,Milk_1L_Inventory,Butter_Demand,Butter_Inventory,Cheese_Demand,Cheese_Inventory,Yogurt_Demand,Yogurt_Inventory
14-11-2017,10061,1.61,1903,2527,2382,3308,3005,3489,3535,4105,4439,4669
15-11-2017,10274,2.91,2644,2650,2536,3386,3592,4488,3890,4349,3760,4273
16-11-2017,11289,1.97,1547,2154,3025,3692,2824,3396,3226,3919,4076,4212
17-11-2017,10269,0.36,2671,3024,2542,2905,2763,3008,3115,3534,4243,4729
18-11-2017,11084,0.94,2414,2762,1984,2792,2973,3431,3713,4136,3930,4186
19-11-2017,9643,5.89,2272,2689,2388,3072,3390,3971,3302,3450,3706,4529
20-11-2017,11574,1.21,2431,2569,2303,2667,3011,3400,3034,3324,4527,5029
21-11-2017,10384,4.18,2121,2521,3036,3501,2978,3583,3325,3698,3915,4574
22-11-2017,10232,2.52,1489,1908,2256,2753,2833,3263,3186,3774,3878,4528
23-11-2017,8475,1.65,2154,2801,2377,2644,2854,3382,3040,3666,4603,5315
24-11-2017,10344,0.64,1555,2002,2388,2748,3320,3940,3627,3758,3863,4202
25-11-2017,9001,0.54,1841,2108,2979,3698,2981,3533,3672,4036,3371,3714
26-11-2017,9234,1.55,1976,2473,2788,3415,3076,3380,3407,3954,4479,4990
27-11-2017,9021,0.85,1726,2269,2670,3659,2790,2996,4053,4732,3673,4347
28-11-2017,8720,2.4,2283,2676,2569,2874,3233,4192,3424,3760,4587,5760
29-11-2017,12549,2.14,1935,2671,2564,3062,3366,3533,3692,3707,4058,4131
30-11-2017,11597,0.56,2122,2404,2522,2977,2721,3378,3038,3835,3983,4344
01-12-2017,12304,1.82,1997,2497,3116,3743,2729,3248,3154,3426,3605,3898
02-12-2017,8532,1.02,2037,2629,2119,2569,2746,3092,3822,3810,4168,4711
03-12-2017,10085,0.59,1733,2417,1670,1949,3310,3792,3854,4146,3693,4053
04-12-2017,8447,0.8,1647,1926,2632,3010,2711,3627,3435,4089,4166,4767
05-12-2017,9165,3.39,1953,2548,2920,3677,2896,3686,3684,4022,4033,4478
06-12-2017,8898,0.67,1710,2269,2555,2942,2704,2980,3595,4166,4397,4965
07-12-2017,11487,0.51,2418,2724,1905,2458,3507,4117,3666,4383,3740,4021
08-12-2017,9524,0.65,1587,2242,2723,3210,2840,3346,3197,3423,3614,4152
09-12-2017,11282,0.36,2701,3132,2180,2540,3498,3959,4272,4753,3815,4042
10-12-2017,10724,1.18,2090,2524,2114,2722,2992,3246,4477,5020,4104,4622
11-12-2017,12764,0.24,2020,2591,2206,2891,2851,3761,3314,3762,4436,4831
12-12-2017,8224,2.55,1837,2387,2017,2702,3239,4096,3460,3577,3856,4661
13-12-2017,11511,0.38,2197,2550,2561,3077,2988,3317,3737,4113,3937,4389
14-12-2017,11375,1.37,1938,2082,2305,3006,3423,4196,3786,4206,4044,4676
15-12-2017,8831,0.2,2090,2610,2100,2347,2935,3637,3349,3550,3737,4115
16-12-2017,11208,5.76,2252,2642,3213,3630,2864,3335,3718,4240,3607,4108
17-12-2017,10403,0.91,2200,2695,2340,2806,2863,3613,3451,4139,3976,4419
18-12-2017,9727,2.59,2371,2805,2515,3022,3372,3834,3156,3591,4254,4754
19-12-2017,9011,2.2,2161,2682,2966,3818,3075,3632,3406,4070,3907,4170
20-12-2017,9137,1.88,1714,1933,2703,3033,2778,2997,3590,4044,4262,4391
21-12-2017,12459,2.63,1376,1837,3072,3448,2569,2836,3624,4028,3522,4189
22-12-2017,10000,0.16,2063,2467,2291,2698,3063,3698,3254,3465,3971,4555
23-12-2017,10938,1.7,2067,2588,2814,3495,2718,3392,3417,3798,3346,3963
24-12-2017,9050,0.46,2577,3020,2647,3226,2469,2873,3750,4197,4100,4522
25-12-2017,9064,2.31,1965,2535,2798,3661,3326,4064,3678,3920,3714,4434
26-12-2017,11298,4.72,2112,2128,2753,3219,2630,2795,3497,4227,4236,4590
27-12-2017,8380,3.48,2233,2545,2268,2866,2463,2770,3477,3912,3063,3455
28-12-2017,9501,0.18,2154,2742,3347,3983,2958,3728,3862,4345,4314,4831
29-12-2017,10040,0.69,2253,2653,1821,2098,2910,3513,3854,4369,3557,3943
30-12-2017,10133,0.68,1754,2552,2240,2724,2738,3150,3371,3920,3828,4506
31-12-2017,9785,0.2,1707,2341,2704,3158,3065,3641,2626,3527,3715,4046
01-01-2018,10474,0.15,1915,2459,2587,3222,2911,3557,2999,3240,4217,4486
02-01-2018,10831,0.73,1347,1487,2540,3470,3659,4466,3058,3677,4067,4133
03-01-2018,10881,7.26,1988,2798,2714,3097,2942,3207,3463,4238,4249,4840
04-01-2018,8817,1.26,1802,2168,2247,2860,2618,3287,3677,4259,4117,4606
05-01-2018,9659,1.46,2096,2670,2751,3200,3090,3657,3718,4066,3853,4300
06-01-2018,11433,0.96,1920,2162,2461,2787,3114,3845,3227,3488,3705,4278
07-01-2018,11073,1.63,1695,2372,2920,3323,2899,3238,3327,3542,4172,4308
08-01-2018,8352,4.71,2393,2913,2408,2974,2500,2996,3465,3875,4157,4580
09-01-2018,10421,1.33,2024,2652,2640,3246,3463,4024,3463,4175,3789,4606
10-01-2018,7626,0.1,2258,2940,2691,3329,2621,2843,3353,3816,3709,4405
11-01-2018,10056,1.02,2055,2693,2771,3246,3265,3676,4266,4805,4093,4625
12-01-2018,12277,7.39,2139,2544,2511,2831,3369,4107,3594,3901,4391,4680
13-01-2018,8862,0.74,1591,2024,2414,2699,2907,3313,3172,3625,4003,4372
14-01-2018,8998,1.35,2383,2788,2267,2620,3263,3807,3498,4171,3929,4330
15-01-2018,10916,0.17,2263,2932,2645,2783,3290,3443,3370,4042,3917,4353
16-01-2018,8148,0.23,1994,2519,1930,2309,2678,3349,3416,3772,3565,3966
17-01-2018,9240,3.12,2086,2383,2592,3061,3441,3528,3233,3862,4352,4991
18-01-2018,10715,0.54,2300,3140,2614,2737,3098,3491,3247,3775,3931,4423
19-01-2018,9238,0.55,1888,2441,3062,3423,2350,2986,2920,3699,3739,4094
20-01-2018,9716,0.73,1525,2225,2301,2769,3059,3831,3427,3925,3494,4010
21-01-2018,10893,5.09,1894,2205,2556,3273,2832,3092,3507,4258,4226,4661
22-01-2018,10505,0.13,2045,2708,2547,3026,3133,3520,3326,3631,4245,4844
23-01-2018,10320,2.56,1990,2658,2168,3069,2807,3424,3770,4062,4049,4412
24-01-2018,9593,0.63,2395,3168,2498,3226,2809,2898,3486,3811,4185,4648
25-01-2018,10444,2.84,1712,1996,2097,2551,2689,3281,3512,3950,3958,4263
26-01-2018,9851,7.2,1750,2006,2788,3062,3067,3372,3571,3777,3639,4197
27-01-2018,10549,0.64,1682,2303,2677,2917,3156,3748,3489,3972,4381,4549
28-01-2018,9403,0.21,2128,2508,2629,3066,2999,3694,3516,4130,4257,4673
29-01-2018,9780,0.23,1542,2263,2308,2645,2911,3634,3081,3777,3733,4434
30-01-2018,8812,2.13,2223,3142,2925,3585,3028,3612,3835,4526,4275,4527
31-01-2018,9957,0.23,1720,2147,2174,2962,3317,3823,3094,3548,4335,4797
01-02-2018,9026,0.45,1768,2182,2515,2674,2687,3351,3775,4458,4028,4653
02-02-2018,8663,0.34,2531,2876,2149,2958,2599,2929,3602,4327,3855,4476
03-02-2018,10310,0.66,2369,2843,2445,3496,2639,3012,3336,3824,4128,4561
04-02-2018,10255,0.12,2035,2672,2881,3426,2508,3125,3617,4267,4026,4566
05-02-2018,10939,2.91,1606,2056,2641,2962,2695,3211,3412,3882,3816,4417
06-02-2018,9482,2.95,2604,3472,2223,2783,3342,4259,3795,4610,4368,4903
07-02-2018,10489,0.8,1941,2674,2343,2862,2490,3178,3284,3472,4246,4630
08-02-2018,10660,1.42,2074,2650,2386,3058,2924,3211,3495,4086,4086,4596
09-02-2018,10533,1.54,2273,2761,2249,2680,3199,3531,3276,3790,3917,4302
10-02-2018,9009,2.07,1411,1521,2581,3184,3003,3463,3208,3788,4391,4743
11-02-2018,10179,1.1,1807,2601,3155,3647,3261,4088,3465,4348,3808,4398
12-02-2018,10436,1.07,1979,2426,2332,2578,2825,3364,3918,4196,4158,4518
13-02-2018,10008,1.5,2039,2736,3078,3604,2852,3167,3645,4204,3825,4140
14-02-2018,7496,1.82,1608,2068,2498,2924,2883,3498,3455,3780,4443,4745
15-02-2018,10192,0.64,2097,2201,2596,3028,3165,3699,3466,3982,3859,4090
16-02-2018,12655,0.6,2010,2447,2578,2864,3819,4701,3020,3750,3906,4479
17-02-2018,9567,0.47,2500,3134,1991,2845,2997,3382,3244,3804,3936,4535
18-02-2018,9126,1.19,2300,2509,2636,3199,2929,3357,3267,3676,3739,4490
19-02-2018,10448,0.67,1919,2530,1770,2337,2711,2799,3547,4186,4560,4933
20-02-2018,10374,1.17,1941,2486,2562,2975,3522,3736,3793,4345,4195,4925
21-02-2018,11431,0.78,2304,2528,2548,2795,2883,3177,3452,4095,4034,4738
22-02-2018,8490,2.72,2085,2494,2039,2263,2814,3036,3563,4029,3840,4376
23-02-2018,10877,0.11,1588,1867,2519,2945,2937,3574,3511,3904,4167,4751
24-02-2018,10708,1.27,2628,3141,2412,3029,3546,4001,3543,4218,3674,4090
25-02-2018,9829,1.29,1703,1931,2453,3131,2831,3491,3503,3833,3608,4086
26-02-2018,10406,0.73,2743,3593,2456,2763,2992,3351,3617,4180,3765,4312
27-02-2018,11235,0.82,2128,2603,2323,2362,2245,2733,3287,3845,4238,4377
28-02-2018,11046,2.42,1809,2326,2522,3149,3294,3419,3766,4425,4257,4769
01-03-2018,8628,0.49,1289,1954,2759,3123,2914,3248,3180,3639,4031,4288
02-03-2018,10984,3.08,2233,2598,2428,3031,3273,3875,3028,3747,3937,4060
03-03-2018,9922,3.4,1534,2061,2484,3099,3190,3176,3557,4059,3988,4505
04-03-2018,10087,1.58,2107,2637,2694,3292,3047,3428,3477,3708,4201,4774
05-03-2018,10087,2.22,2580,2918,3180,3652,2865,3386,3401,3960,3379,3636
06-03-2018,9819,1.42,1658,2030,2442,3385,3019,3558,3381,3727,4123,4549
07-03-2018,11430,1.12,2221,2869,1989,2180,2597,3148,3697,4168,4229,4495
08-03-2018,9899,5.1,1756,2191,2230,2432,3067,3621,3248,3413,4228,4592
09-03-2018,8656,0.5,2339,2769,2680,2763,3165,3840,3199,3487,4095,4460
10-03-2018,9527,0.25,2019,2856,2953,3392,3024,3585,3655,3950,4167,4449
11-03-2018,10214,0.51,1994,2811,2216,2723,3010,3828,3740,4551,4475,5115
12-03-2018,11475,1.43,2362,2708,2486,2656,2818,3239,3258,3510,3803,4293
13-03-2018,10723,0.31,2187,2615,2505,3190,2951,3702,3880,4121,3986,4425
14-03-2018,8979,3.59,1758,2530,2269,3074,2670,3154,3419,4026,3942,4737
15-03-2018,12982,0.79,2536,3369,2960,3556,2836,3518,3393,3751,4354,4664
16-03-2018,10317,2.85,1539,2231,2849,3413,3619,4235,3554,4183,3902,4584
17-03-2018,11530,0.43,2082,2739,2603,2495,3026,3453,3524,3968,3736,3947
18-03-2018,9817,0.56,1753,2193,2374,2816,3145,3543,3743,4609,3790,4578
19-03-2018,10640,0.09,1553,1824,2786,3260,2992,3553,4212,4473,3541,4121
20-03-2018,11007,0.45,1659,2065,2654,3380,3019,3860,3193,3801,3936,4291
21-03-2018,11461,1.01,1985,2550,2368,2727,3040,3604,3389,3923,3968,4604
22-03-2018,11268,4.38,2104,2564,2791,3511,2927,3604,3395,3821,3608,4280
23-03-2018,11046,0.74,2317,2405,2610,3286,3177,3999,4078,4528,3818,4110
24-03-2018,9621,1.53,2442,2952,2001,2650,2785,3400,2998,3365,3890,4514
25-03-2018,9313,0.84,2083,2798,2202,2747,2555,3099,3448,3996,4256,4907
26-03-2018,10399,0.07,1867,2855,2101,2123,3059,3623,3658,4324,3746,4263
27-03-2018,11119,1.05,2311,2630,2809,3373,3335,3567,3825,4339,3653,4188
28-03-2018,9732,0.1,1815,2380,2289,3108,2805,3099,3402,3897,3906,4581
29-03-2018,11278,3.23,1521,1881,2688,3349,3235,3908,3880,4257,4223,4671
30-03-2018,11743,2.1,2281,2863,3151,3888,3201,3614,3249,3862,3939,4283
31-03-2018,8900,0.71,2397,2621,2738,2978,3468,3924,3361,4072,4136,4789
01-04-2018,8995,1.53,1753,1979,2374,2684,3559,4012,2967,3651,3778,4235
02-04-2018,9831,0.18,2588,3039,2276,2688,3174,3718,3747,4162,4101,4569
03-04-2018,10369,1.82,2174,2791,2408,3108,2964,3339,3230,3894,4161,4763
04-04-2018,9370,2.6,2130,2396,2191,2775,2515,2978,3438,3867,3726,4418
05-04-2018,11622,2.59,1844,1954,2156,2801,3292,4153,3939,4483,3772,4232
06-04-2018,10508,0.5,2305,3060,2258,2776,3339,3686,3209,3136,3392,3786
07-04-2018,10047,0.46,1542,1981,2659,3175,2922,3521,3850,4458,4148,4675
08-04-2018,8276,1.11,1898,2208,2343,2513,3105,3681,3815,4376,3767,4001
09-04-2018,8421,5.15,1780,2258,2432,2685,2692,3022,3466,4191,3923,4137
10-04-2018,10337,3.8,1607,1873,2640,3238,2820,3475,3482,3826,3945,4298
11-04-2018,7440,0.67,2258,2445,2718,2818,2603,3010,3317,4092,4144,4207
12-04-2018,11215,2.27,2102,2844,1921,2400,3080,3493,3470,4048,3827,4673
13-04-2018,9810,3.81,2241,2695,1983,2424,2880,3401,3307,3901,3949,4480
14-04-2018,13891,0.45,1916,2440,2384,3163,3374,4042,3988,4801,4365,4745
15-04-2018,12769,2.66,2295,2667,2165,2752,3070,4018,3540,4015,4474,5337
16-04-2018,9782,0.47,2023,2742,2756,3459,3105,3619,3804,4533,4166,4778
17-04-2018,9872,0.63,1858,2321,2360,2922,3003,3756,3290,3381,4370,5084
18-04-2018,11194,0.33,1808,2563,3039,3749,3473,4249,3907,4037,4102,4438
19-04-2018,12043,1.06,1405,1779,2353,2993,3435,4194,3762,4111,3939,4085
20-04-2018,8034,2.78,2349,2679,2592,2899,2948,3549,3640,4197,4210,4484
21-04-2018,7856,1.13,2315,2611,2299,2789,3089,3552,3682,4257,3833,4580
22-04-2018,9253,0.2,2878,3491,2646,3011,3424,3971,3515,4133,3710,4528
23-04-2018,10699,0.44,1899,2594,2652,3282,2647,3163,3722,4131,3741,4224
24-04-2018,10596,1.24,1799,2191,2766,3358,3090,3739,3729,4463,3683,4198
25-04-2018,11283,1.31,1489,2024,2459,2838,2894,3508,3679,3778,4069,4631
26-04-2018,8560,1.29,2287,2728,2881,3480,3441,3920,3684,4148,4025,4434
27-04-2018,7220,0.12,2218,2959,2589,2887,3159,3860,3557,3724,3294,4197
28-04-2018,11029,2.1,2465,2886,2307,2820,2478,2842,3039,3549,3922,3886
29-04-2018,9006,3.6,1725,2282,2309,2826,2875,3117,3455,3983,4258,5055
30-04-2018,7577,1.07,2214,2950,2718,3209,3421,4103,3260,3974,4463,4998
01-05-2018,10174,1.9,1843,2319,2879,3053,3267,3849,3101,3405,4299,4826
02-05-2018,10951,3.68,2403,2784,2163,2906,2687,3300,3618,3993,3579,4470
03-05-2018,9853,1.54,2160,2608,2725,2880,2706,3067,3995,4384,4067,4760
04-05-2018,9450,1.68,1533,2025,2054,2570,3023,3450,2821,3347,3955,4238
05-05-2018,9808,1.92,1960,2545,2314,2821,2983,3621,3222,3794,4398,4948
06-05-2018,9555,0.45,1415,1937,2646,2804,2922,3443,3494,3994,3607,4341
07-05-2018,8382,1.31,1651,2339,2245,2962,2879,3665,3646,4012,4116,4501
08-05-2018,9142,2.77,1669,2111,2939,3317,2823,3455,3404,4029,4384,4623
09-05-2018,10625,0.53,1807,2038,2682,3288,3676,4406,3661,3976,3430,3918
10-05-2018,10386,3.41,1921,2343,2145,2718,2890,3682,3868,4045,3892,4228
11-05-2018,10201,1.45,2049,2742,2696,3092,2802,3620,3582,3998,3669,4304
12-05-2018,8805,0.83,2034,2789,2103,2381,3151,3803,3620,4462,4197,4700
13-05-2018,9782,1.46,1992,2682,2501,2712,2969,3700,3029,3426,4085,4674
14-05-2018,7387,0.77,2099,2996,2763,3184,2723,3492,2827,3392,4255,4577
15-05-2018,10214,2.73,1625,1980,2712,3539,2924,3385,3321,3687,3759,4074
16-05-2018,11714,0.99,2021,2810,2474,3054,2981,3565,3518,4060,3933,4566
17-05-2018,8231,3.47,2430,3122,2396,3127,3129,3399,3572,3989,3920,4429
18-05-2018,9296,1.07,1950,2441,2152,2667,3093,3537,3567,3987,4098,4498
19-05-2018,10394,1.62,2148,2194,2554,2941,2695,3177,3327,4128,4084,4689
20-05-2018,11503,9.14,2120,2565,2741,3253,3182,3897,3604,4351,3624,4151
21-05-2018,9462,0.24,2258,2748,3119,3603,3267,3614,3483,4076,4047,4502
22-05-2018,9169,2,2086,2335,2363,2508,2677,3088,3531,4194,3442,3953
23-05-2018,7637,0.22,2253,2731,2753,3304,2766,3188,3547,4461,4164,4935
24-05-2018,10124,2.74,2152,2634,2729,3010,2947,3862,3328,3656,3522,3763
25-05-2018,12450,1.36,2197,2754,2357,2592,3065,3621,3379,4060,4189,4675
26-05-2018,10332,4.17,2132,2436,2716,3226,3077,3587,4073,4480,3779,4380
27-05-2018,9973,3.01,1697,2150,2255,2838,2987,3148,3730,4017,4161,4474
28-05-2018,10386,0.12,1648,1959,2577,3083,2570,2866,3426,4105,4281,4761
29-05-2018,9986,0.22,1894,2386,2436,2950,3303,3771,3532,4520,3706,4395
30-05-2018,9024,1.38,2465,2703,2633,3141,2702,3024,3401,3851,4372,4541
31-05-2018,10987,1.1,1948,2370,2656,3086,3405,4056,3550,4179,3685,4311
01-06-2018,10270,0.28,2092,2647,2341,2765,3350,3846,3553,4214,4039,4611
02-06-2018,10021,0.21,1409,1799,2497,3027,2665,2947,3311,3947,3757,4388
03-06-2018,8829,1.25,2058,2527,2461,3072,3105,3374,3609,4334,3490,4151
04-06-2018,11564,0.08,2025,2529,2173,2610,3408,3854,3557,4181,4077,4882
05-06-2018,10797,3.1,1198,1868,2389,2514,3176,3390,3335,3523,4287,4902
06-06-2018,9336,2.47,2087,2592,2326,2835,2490,3074,3745,4218,3874,4241
07-06-2018,11202,2.31,1504,1944,2161,2613,2988,3313,3310,4007,4226,4635
08-06-2018,9402,0.02,1782,2341,2258,2764,3250,3752,3208,3490,3681,3681
09-06-2018,9061,0.07,2298,2899,2422,2859,3504,4083,3742,4540,4171,4820
10-06-2018,9088,1.2,2047,2372,2516,2903,2959,3737,3215,3917,3110,3445
11-06-2018,7874,7.78,1865,2201,2126,2890,2500,2825,3662,3870,4371,4886
12-06-2018,10565,0.63,1839,2357,2860,3186,3656,4263,4038,4752,3829,4439
13-06-2018,7802,0.63,1874,2581,2684,3566,2963,3474,3825,4472,3645,4157
14-06-2018,8525,0.22,2048,2496,2474,2824,3433,3785,3344,3618,3828,4380
15-06-2018,7509,1.68,1639,2294,2134,2566,2922,3171,3305,3734,4565,4923
16-06-2018,9896,1.56,2337,3031,2436,3072,3164,3760,3783,4281,4136,4811
17-06-2018,9819,0.16,1655,2367,2418,3211,2794,3444,3568,4100,3937,4474
18-06-2018,9607,0.95,1481,1749,2175,2832,2800,3037,3011,3561,4786,5198
19-06-2018,8748,1.65,2297,3017,2151,2946,3542,3777,3697,4232,4204,4741
20-06-2018,8593,1.02,1868,2572,2729,3375,3281,3655,3433,4024,4100,4441
21-06-2018,10557,1.68,2021,2617,2402,2776,2991,3215,3536,3921,4331,4557
22-06-2018,9339,2.54,2196,2646,2765,3485,3280,3941,3554,4225,4370,4908
23-06-2018,10379,1.74,1784,2264,2496,2592,2796,3725,3598,3997,3811,4289
24-06-2018,8937,1.44,2041,2578,2725,3368,3000,3330,4136,4732,3677,4209
25-06-2018,10217,2.88,2194,2789,2715,3348,3030,2861,3966,4369,3704,4290
26-06-2018,11563,3.46,2492,2822,2639,3333,2772,3268,3060,3517,4019,4550
27-06-2018,10703,0.74,1846,2162,2854,3224,2733,3215,3646,4169,3976,3937
28-06-2018,9505,0.29,1861,2598,2530,2894,2433,3354,3030,3661,3813,4621
29-06-2018,10308,2.55,2168,2764,2051,2297,2709,3104,3899,4271,3720,4140
30-06-2018,9711,0.36,2062,2553,2099,2582,3548,4171,3841,3927,4371,5084
01-07-2018,10009,3.97,1958,2459,2304,2700,2466,2870,3284,3851,3823,4139
02-07-2018,9609,0.03,2477,3124,2722,3041,2989,3429,3460,3807,3661,4555
03-07-2018,9802,3.81,1495,2002,2379,2532,3045,3440,3762,4322,3894,4300
04-07-2018,10254,1.33,1573,1809,2561,3026,2925,3473,3446,4076,3731,4058
05-07-2018,8807,2.24,1498,2183,2660,3096,3262,3714,3332,3682,3760,4199
06-07-2018,8780,0.76,2360,3237,2549,3119,2917,3652,3513,4559,3996,4657
07-07-2018,8333,7.19,2154,2705,1812,2101,3286,3983,3920,4311,4169,5077
08-07-2018,8079,0.39,1588,2328,2143,2358,3164,3319,3042,3322,4896,4916
09-07-2018,8539,0.46,1963,2131,3029,3500,2594,3291,3245,3751,4530,5440
10-07-2018,10191,0.08,1991,2593,2597,3338,3348,3559,3320,3672,3612,4115
11-07-2018,8928,4.23,1337,1511,1690,2596,2905,3466,4059,4649,3942,4536
12-07-2018,10616,0.91,2056,2503,2520,2935,2462,2982,3905,4708,4144,4632
13-07-2018,10041,1.69,1646,2233,3040,3438,3141,3507,3233,3718,4119,4800
14-07-2018,7637,1.74,2212,2498,2582,2703,2913,3607,3473,4054,3817,4321
15-07-2018,10785,3.11,1655,2049,2513,3094,3488,4213,3762,4598,4252,4689
16-07-2018,10972,1.64,2065,2428,1951,2314,3328,3454,3744,4087,3718,4243
17-07-2018,8807,1.24,2388,3044,2418,2793,2729,2990,3541,4429,3822,4503
18-07-2018,10504,1.86,2292,2729,2007,2456,3284,3470,3511,3851,3897,4488
19-07-2018,8972,2.09,2152,2589,2133,2834,2791,3072,4091,4110,3806,4366
20-07-2018,10117,0.31,1975,2587,2064,2609,2502,2803,3458,4072,4434,4841
21-07-2018,8482,0.17,1549,2206,3021,3647,2815,3259,3022,3273,4137,4461
22-07-2018,7848,0.12,1868,2168,2718,3554,2601,3201,3549,4175,4152,4971
23-07-2018,9540,0.7,1932,2834,2920,3272,2995,3671,3590,4176,3828,4454
24-07-2018,9851,1.03,1910,2665,2102,2746,3579,3871,3468,4170,4781,5083
25-07-2018,9522,1.43,1539,2379,2557,2975,3023,3662,3125,3431,3612,4133
26-07-2018,8579,4.76,2130,2580,2197,2490,3138,4015,3614,3891,4261,4658
27-07-2018,9520,0.6,1645,2277,2229,2747,2699,3415,3208,3601,4586,5301
28-07-2018,10323,2.15,2463,2991,2640,3384,2837,3462,3500,4120,4126,4638
29-07-2018,9946,1.14,2044,2844,2553,3184,3163,3791,3357,3753,4061,4798
30-07-2018,10219,0.37,2293,2553,2585,2919,2979,3509,3800,4087,3902,4260
31-07-2018,9195,1.43,2287,3170,2123,2399,2783,3327,3031,3612,4191,4484
01-08-2018,11406,5.12,2623,3222,2538,3076,3300,3945,3151,3819,3988,4460
02-08-2018,8588,0.2,2054,2567,2604,3078,3042,3235,3520,4033,4496,5175
03-08-2018,10585,1.06,1882,2259,2297,2544,3616,3914,3501,3795,3829,4152
04-08-2018,11418,0.08,1888,2552,2418,3070,3197,3572,3430,3453,3782,4385
05-08-2018,10577,0.58,2448,3007,2006,2380,2659,3113,3603,3931,3713,4421
06-08-2018,9756,1.45,1603,2208,1853,2250,3034,3315,3555,4279,4473,4746
07-08-2018,9366,2.76,1736,2457,3102,3839,2638,3435,3768,4512,4153,4367
08-08-2018,11243,1.97,2071,2646,2561,3070,3601,4298,3546,3796,4424,5029
09-08-2018,8292,0.93,1954,2716,2392,3077,2703,3751,4023,4530,3906,4491
10-08-2018,8835,3.6,2290,2463,2739,3315,3334,3748,3174,3601,3574,4190
11-08-2018,9522,0.54,1598,2315,2238,3014,3286,3680,3984,4442,4317,4583
12-08-2018,11485,2.1,1979,2256,2533,2716,2795,3184,3508,4041,4270,4788
13-08-2018,10455,0.96,1943,2448,2831,3537,3098,3771,2953,3315,3794,4227
14-08-2018,8838,3.43,1678,1727,2169,2841,3076,3905,2775,3321,3706,4358
15-08-2018,9627,2.4,2263,2761,2352,2862,3249,3505,3329,3517,3794,4494
16-08-2018,9262,3.48,1972,2642,2085,2551,3053,3451,3705,4340,3932,4637
17-08-2018,9148,0.36,1959,2302,2750,3249,2799,2982,3773,4538,4035,4620
18-08-2018,11174,1.65,1752,2558,2561,2674,3168,3748,3230,3291,4146,4755
19-08-2018,8353,2.01,1889,2061,2851,3670,3169,3530,3310,3638,3878,4485
20-08-2018,11930,2.03,1693,2054,2752,3203,2720,2978,3860,4227,4619,4843
21-08-2018,10993,1.05,2259,2403,2421,3012,2308,2519,3024,3805,4612,4401
22-08-2018,11309,0.02,2309,2769,2623,3433,3177,3508,3264,3385,4089,4914
23-08-2018,9444,0.45,2504,2703,2626,3033,3112,3620,3698,3990,4102,4853
24-08-2018,9820,0.59,2130,2431,2720,3200,3129,3843,3270,3684,3819,4700
25-08-2018,8280,2.87,1898,2745,2939,3480,3395,3743,3599,4249,4357,4698
26-08-2018,9370,2.76,1859,1900,2172,2847,3262,3819,3413,4259,4063,4581
27-08-2018,10592,0.17,2147,2410,1937,2387,3388,3746,3322,3890,3583,4271
28-08-2018,11555,4.49,2060,2161,2184,2336,3234,3448,3209,3433,3821,4502
29-08-2018,8671,0.3,1947,2613,2641,2847,3043,3858,3336,3760,4021,4337
30-08-2018,9561,0.8,1921,2558,2624,3100,2631,3502,4186,5041,4333,4769
31-08-2018,9818,0.36,2351,2558,2329,2547,3462,4406,3309,4050,3283,3602
01-09-2018,8325,2.95,1870,2464,2418,2533,2937,3245,3561,3928,4111,4429
02-09-2018,10709,2.08,2404,3058,2249,2862,2818,3314,3630,3949,3996,4336
03-09-2018,9131,0.65,2054,2607,2467,3157,3191,3494,4304,4855,3847,4291
04-09-2018,9765,1.72,1889,1990,2291,2804,2449,2711,3964,4284,3871,4333
05-09-2018,9457,0.31,1764,2037,2991,3586,2778,3448,2993,3317,4304,4917
06-09-2018,9052,0.72,1953,2425,2896,3298,2811,3231,3677,4010,3998,3931
07-09-2018,9991,0.71,2151,2458,2717,3355,2802,3235,3735,4676,3266,3999
08-09-2018,9741,0.41,1886,2056,2509,2729,3580,4234,3876,4352,3981,4183
09-09-2018,9553,3.13,2255,2943,2841,3655,2975,3381,3052,3622,4165,4340
10-09-2018,9125,1.7,1871,2378,2529,2876,2808,3018,3482,3868,3799,4264
11-09-2018,10383,0.49,1962,2682,2548,2898,2985,3796,3390,3823,3475,4071
12-09-2018,11984,0.42,1613,2414,1981,2260,3256,3834,3626,3770,4356,4495
13-09-2018,10167,0.03,2167,2511,2578,2917,2428,3153,3377,3881,3860,4282
14-09-2018,11195,0.64,1919,1969,2112,2439,3034,3303,3395,4192,4066,4458
15-09-2018,8331,1.12,2473,3051,2379,2642,2864,3534,3077,3770,3417,3713
16-09-2018,10189,0.49,2211,2457,2550,3003,3080,3645,3724,4192,4355,5080
17-09-2018,8683,1.81,2025,2531,2230,2671,2656,3084,3454,4150,3622,3983
18-09-2018,8227,0.8,2367,2964,2643,3042,2946,3751,3412,4198,4400,4771
19-09-2018,9112,0.57,2121,2572,2815,3454,2959,3445,3408,3691,3807,4381
20-09-2018,11430,4.2,2302,2963,2234,2988,2618,3087,3377,4025,4119,4618
21-09-2018,11140,0.46,1741,2348,2535,2943,3559,4094,3771,3958,4255,4794
22-09-2018,10291,0.76,2138,2488,2126,2880,3124,3526,3652,3942,3623,4220
23-09-2018,8160,0.72,2150,2403,2149,2297,3276,3691,2895,3617,4173,4680
24-09-2018,9764,0.41,1536,1979,2593,3109,2893,3281,3050,3727,4203,4752
